class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,PPPeriod,TransitDepth,TransitDuration,TransitEdgeTime,PlanetRadius,StarGap,StarMass
toi,141768070,0.843751689536229,0.578090303478905,0.496729526838006,0.27907366844265,0.333333333333333,0.563071840815891,0,0,0,0,0.419945725915875,0.940106307152854
not,374862395,0.48888960975768,0.565753762644954,0.33060156580192,0.118272171819845,0.333333333333333,0.40248632523586,0,0,0,0,0.402985074626866,0.75891861467958
not,178199109,0.269871649311751,0.557611645694547,0.406912414572366,0.162451009509629,0.333333333333333,0.131651824929258,0.070269958523125,0.996325603853026,0.000810336454549518,0.200784884315419,0.391791044776119,0.821387216687129
not,178170409,0.26846595516917,0.538689859363435,0.379155226000477,0.135943778462456,0.333333333333333,0.0283537552721829,0.0697526169163481,0.996768596284001,0,0.188610478263392,0.365776797829037,0.785711583542999
not,234282159,0.547016143856576,0.15346656797434,0.15740823267943,0.00792423325400034,0.333333333333333,0.0738670732135735,0.483281290735223,0.994292923511185,0.00103977209363186,0.256026537089659,0.16112618724559,0.36988087262496
not,389743328,0.843146159751733,0.128546755489761,0.0945093427714637,0.00357168987933078,0.333333333333333,0.385951434703165,0,0,0,0,0.195386702849389,0.26859562956327
not,382257055,0.449627491052216,0.699358499876635,0.654339019404328,0.565744017955397,0.333333333333333,0.341913867660113,0.0603356611405405,0.998014045625553,0,0.280843860284709,0.586668928086839,1.1215468080279
not,124494439,0.0974362301445703,0.670614359733531,0.432366615009962,0.253082716684555,0.333333333333333,0.30073013371885,0,0,0,0,0.547150610583446,0.917445045574648
toi,447061717,0.587493647343779,0.164816185541574,0.188825476051511,0.0125227692577367,0.333333333333333,0.0573871232957841,0.0678462640876807,0.997469404090881,0,0.108692100335873,0.145522388059701,0.436191895953197
not,201791255,0.525246266800748,0.219096965210955,0.213633919766309,0.0167084012034613,0.333333333333333,0.356049019292113,0,0,0,0,0.0708955223880597,0.467818894325598
