TICID,Period
270582021,0.020990053909126498 d
278684081,0.07673645351798036 d
278895338,0.06553653594277947 d
272546396,0.06595814295379251 d
55604793,0.0675408283772395 d
307210830,0.08387873495947211 d
349274728,0.07146827643283901 d
451606970,0.0348264536209343 d
365639282,0.014300564660782914 d
231698181,0.03792388521234162 d
422655579,0.07647332614642156 d
140899825,0.0145374677407136 d
369395755,0.06890710033543374 d
207141131,14.884923573749411 d
396697919,0.03178606321014188 d
302529168,0.022622339401959967 d
266744225,0.09173669235597322 d
278730120,0.07114074917233196 d
279571543,0.015609634365926564 d
375064476,0.06372007732788217 d
358337205,0.061124647390125 d
52194662,0.07657806432327179 d
144277323,0.01780731488574502 d
334305570,0.06101401869010245 d
9006668,0.07051971238977381 d
55501315,0.06741330737798389 d
231459697,0.017963164576724457 d
47384844,0.05890838956605885 d
370136983,0.06369152023623743 d
403799988,0.06685668048110739 d
340006623,0.06720389151018943 d
294153481,0.01829033546604655 d
380436947,0.061425543110731284 d
237923988,0.014213436689368211 d
434138790,0.022644851954255637 d
29781292,0.031480807557280784 d
388131593,0.03004878271932056 d
273985865,0.07487779665303543 d
34068865,0.06435860230554123 d
278991483,6.264130387025011 d
326105628,0.07248217217304863 d
169177766,0.5598211770770896 d
381952089,0.06124609912455008 d
117979850,3.284116673145633 d
370228164,0.07699309077508892 d
55652825,0.02982414042641318 d
370037722,0.06387952776270499 d
444842193,0.08381806567382256 d
375222834,0.034383235522685844 d
167009292,0.0320645446658099 d
271596418,0.07005195922565353 d
33715210,0.06744192564305729 d
267489265,0.036673447579927035 d
300039099,0.0368173660980038 d
140143053,0.06683309983499017 d
144065872,1.0931139536068275 d
31742622,0.014599280965155205 d
290654532,0.06100673829599877 d
130924120,0.06847744731900407 d
167308905,0.02917590935201697 d
38824355,0.06297826786399273 d
389924116,0.06231294106250111 d
280210963,0.020949184868113327 d
35760711,0.06489151367235735 d
349764112,0.073672862539568 d
348538431,0.08176659819935175 d
219227058,0.027108254340920974 d
316976049,0.0580345857898862 d
144251458,0.0616685254673091 d
300741171,0.01698522236127268 d
118407500,0.06986169165065702 d
248111245,0.03397771146885655 d
279088392,16.607229469066557 d
177349362,0.0670022163290802 d
341112091,0.016113124890820625 d
302365080,0.018897985897878857 d
37770169,0.021582526421308923 d
152537370,0.032878260144254906 d
396810588,0.05936298977277935 d
261398324,5.712877083708812 d
38425450,0.07485284649694825 d
220428894,0.06265214315507454 d
306574570,0.02092503855142467 d
55450888,0.0769016967460682 d
281979481,0.07740009320859717 d
50659288,0.01941615560572229 d
167303382,0.07360450662650897 d
7624182,0.07911696439252876 d
268766053,3.3765496748103865 d
193136060,0.061584613409844016 d
309790097,0.0664287714743065 d
415508270,0.06015237956905212 d
389570196,0.06273698416634235 d
306512799,0.06971685517671095 d
233975043,0.0648768639667419 d
300293197,6.0009214806021856 d
141945750,0.056158348011705064 d
167754523,0.07467421680423851 d
200746544,0.014481137890134459 d
167005517,0.07734317303867917 d
151584725,0.12474102243338649 d
38697401,0.059863288471304614 d
142276270,0.03241325610958185 d
260297253,0.01654946415204122 d
294398491,0.014639993234535189 d
141712726,0.061800956544813775 d
406976746,0.02106181525567081 d
279649057,8.517076473303046 d
355509914,0.06601619823396482 d
119292328,0.014088118836524235 d
234501204,0.014910401444874407 d
70440470,0.0759530156888891 d
350521162,0.020704220453028326 d
394137592,11.149752996225743 d
206548902,0.06617633678701682 d
307029452,0.022750113558026763 d
70914192,0.08713971242486937 d
165192718,0.06067972495009069 d
79569261,0.054449048923588754 d
372848247,0.01723426528288752 d
206466531,0.8849011951328026 d
263000832,0.05009898420477979 d
36724087,0.07690308802194923 d
287350461,0.08047087328785431 d
55498515,0.06266646445520625 d
364539740,0.059703150091739474 d
271595985,0.06007989792566589 d
150428703,0.0665720903715599 d
141910606,0.05906125229984764 d
79568861,0.03327843286350435 d
278991333,8.92636847588156 d
150432211,0.26947526608400313 d
177023707,0.05203967782739781 d
161032923,0.06739612809120461 d
187933810,0.05755704858806249 d
77951245,2.6690369959300346 d
144138509,0.06359310465899669 d
452808876,2.735328211057358 d
231064749,0.07674240855226981 d
55659357,0.053676719460039574 d
278729421,54.93149720294908 d
176985564,0.07159710949851328 d
37168957,0.06401794874098495 d
14494641,0.030693706843764445 d
168873517,0.02097662482629699 d
271693199,7.67859878804649 d
267533071,0.031458460298240086 d
382159195,0.01842101735449141 d
260354344,0.01395071806209256 d
176831592,0.09746431717413505 d
300811971,0.05511381691410477 d
29987134,0.08121354397239841 d
140827588,0.014604063284657463 d
429304876,0.014367802160310065 d
238197709,0.06330687057893734 d
150143137,0.09261807934472978 d
142107922,0.03408475074339652 d
200322593,0.053870137783979345 d
270627532,0.033511703587222996 d
114948814,0.06660416806395014 d
176983629,0.014832504691319404 d
141623174,0.015734482790536592 d
260795451,0.06589625377163823 d
350740740,0.04943301033913355 d
32830028,0.08603053932598403 d
300710077,0.02141904925726859 d
405700729,0.06420919836912159 d
260371000,0.061791842525557944 d
237751146,0.03002252451635756 d
349095149,1.0722387443634374 d
176870369,102.01566198484574 d
306774815,0.07198994421820293 d
198038047,0.062167035744675816 d
141268467,1.0449425767540705 d
219239945,0.01845326630009403 d
29831208,0.08774996955948504 d
11974826,0.06534311053752494 d
278056198,1.056225098013027 d
55368519,0.07621229411248033 d
281913005,0.06976197039473639 d
38635856,0.5726617139159784 d
38698751,0.0717193096781906 d
300038935,0.056558659341597296 d
31505975,10.201564098444187 d
198051324,0.06456487116888131 d
422407583,0.016828328616616487 d
272002791,0.06934239800013109 d
50475596,0.07512195759324866 d
158297421,0.071385505170175 d
120896927,0.05597541749152477 d
300160685,0.08410195022350944 d
260505455,0.03301629163197161 d
452785002,0.06254020401935499 d
408310006,0.9124310312426199 d
54085154,0.07701844065526996 d
364107753,0.022237352727271325 d
23434737,0.06495972874704188 d
22481324,0.07136314156354528 d
49822175,1.401361161716596 d
281495893,0.06580147306835826 d
300657009,0.05345532632380739 d
389801637,0.06809190236560268 d
220473309,0.14882756566943467 d
234517168,0.01721929605410597 d
200851498,0.01984254334047253 d
42054565,0.06821392545714887 d
299884977,0.06691327192103265 d
370237945,0.061715568726353455 d
21504987,0.03015449338125194 d
204614039,0.07242109389783778 d
259962054,0.0586953115551995 d
166970183,0.059844642256794145 d
372816588,0.022096160099315056 d
350763476,0.05685583282977086 d
348795308,0.04376045519372301 d
70553159,0.06798372346191633 d
349155285,0.09855583132893651 d
10863225,0.06867569163340226 d
198008979,0.05850036074494003 d
213041474,0.06231576913245049 d
167308252,0.03581830508022761 d
394273833,0.014157910982345801 d
220391763,0.05382331487979024 d
234994474,0.07775280416351435 d
189565557,0.0564432620738485 d
143271144,0.06401933099646759 d
162362398,3.0830495474309885 d
22395594,0.05981395209231589 d
293618282,0.07119818522453178 d
268644785,3.3407617399392047 d
78154865,0.035043432904062206 d
260160453,0.060720932213253635 d
259512080,0.06750380688302447 d
38510224,0.07085310979625828 d
234302665,0.023593880711688685 d
272433444,296.40351530756766 d
139733308,2.388491119455363 d
408436718,0.014212059484018831 d
220044948,0.09782264725954622 d
220396259,0.05853186771495378 d
179317684,4.245674200443948 d
260305873,7.596908382130685 d
279069526,0.05237430373317784 d
38760904,0.033022391236574244 d
57611256,0.06949959039735458 d
274138511,0.05926745738592163 d
278991349,0.015520407701328013 d
260299812,0.06347074456965522 d
339635291,0.014605750049521088 d
32091784,0.0581616864109127 d
197806814,0.06644099519403389 d
139528693,0.06797736902628344 d
31383649,0.06468361792106307 d
306932279,0.07065016956809879 d
38710225,0.059603468080555486 d
38909083,0.019688701211610607 d
322270620,0.06910771945194473 d
144493077,0.03306644753932789 d
299833015,0.059923580326467225 d
150322196,0.032387383534621415 d
54962195,0.04651248803810337 d
391948920,0.029155349483465657 d
348995746,0.07269030862040324 d
340697083,0.05974932539575877 d
355480244,16.060445828265006 d
167525513,0.10282354242619747 d
391949880,0.06339200718308328 d
138988113,0.017107085145309578 d
381974270,0.024274466822049767 d
170313833,0.05979738487003662 d
73717937,0.05899009729703145 d
231009108,0.06570021301516406 d
66472568,0.06665956492951876 d
402051444,0.07093670435444809 d
140828333,0.03219174396194301 d
267116838,0.016847765097355236 d
220435095,0.10688094123608688 d
167010837,0.06561106973985555 d
350844714,0.016527247103088866 d
271900960,0.016673508736231964 d
28053245,0.05914950919433619 d
290572454,0.057060210496450006 d
38877496,0.05512075941969252 d
12570868,0.01693354718609171 d
1129033,1.364420611733773 d
293968698,0.06832931211327377 d
149423103,0.03401174947674587 d
234526939,0.06974237682083868 d
48658373,0.03253524180109348 d
325179508,0.06925259340273188 d
167894019,8.023702904030921 d
37749396,0.0642111454446181 d
304100538,18.310531390226547 d
232065974,0.014321588532755088 d
55384838,0.057740215685933974 d
397137307,0.060510055544719284 d
149347480,714.1092655213365 d
265130794,0.020467386002558183 d
50386332,0.06973738084865481 d
38908752,0.06368582985978827 d
200385493,0.06184927940602858 d
278199697,0.0702691911555161 d
142144969,0.06754086867401854 d
88478727,0.09325719431425285 d
117881543,0.0558178105929505 d
246902275,0.05930699848137691 d
296739893,0.05462398077668518 d
263053077,0.06139192071747576 d
342888849,0.7950748508933083 d
377064495,0.016154360594098045 d
142085192,0.056797074406021754 d
231005052,0.03753020823586549 d
176778112,0.06699077305811629 d
389070884,4.2078214777722 d
454073466,0.02249830355507124 d
91528196,0.03647030858409323 d
167651964,0.052311986301347806 d
232967440,7.2065928104416335 d
341193285,0.059903907105818575 d
382436277,0.02846425022158966 d
593230,0.6736807285337527 d
81587807,0.019835859914422514 d
260708537,0.05968818429071143 d
179125917,0.017199166848282505 d
300710144,0.0623351171426116 d
55650590,0.07362709595866156 d
300448674,0.050367447602770475 d
19976193,0.10243304997906168 d
144654557,0.02242629025923638 d
300513188,0.0934502942658371 d
410407964,0.05865526433758174 d
155945004,0.017241531538016733 d
429358906,0.024408974673621797 d
177077336,0.06387877606307324 d
299943923,0.03395509582294455 d
238874577,0.0279287127783981 d
38462407,19.30024684827616 d
36724087,0.07690308802194923 d
260708537,0.05968818429071143 d
276943440,19.836373286775878 d
299945808,0.03298740556870274 d
279249351,0.06198867209631078 d
382030592,0.057543153906804895 d
391949880,0.06339200718308328 d
279740441,0.07419718017683462 d
167653458,0.05359573319761352 d
410187303,0.06263842359537726 d
204325307,0.05804391600218479 d
260127241,0.1271109527604506 d
16740101,1.4796176698015857 d
25081729,0.05721112277739449 d
216935214,0.06156073186785018 d
370112122,0.056769952982207834 d
38680230,0.023091581927488416 d
290052260,0.02236986332711178 d
220395316,1.8841928744805043 d
466840711,0.018315848481971507 d
53189332,0.06390888972472826 d
375092757,149.29468338441825 d
31414018,0.0576641732727479 d
451645081,0.076174698789003 d
316916655,0.11062348263541169 d
150361737,0.0326671920462075 d
283792891,0.06416112508246376 d
1103432,0.04966741447689568 d
347694620,0.03911971958707852 d
410245915,0.06525884535024892 d
39048880,0.01807151203997582 d
170788614,0.06369985721774521 d
176873028,0.07293530714401993 d
141152931,0.04964609877828063 d
149175859,79.34562651843073 d
220480450,0.060507583817664364 d
38517036,0.07472887629395 d
53178075,0.06619128360746207 d
198035628,0.06570435890750917 d
382256404,0.016196290298171222 d
350821292,0.06582865836108567 d
260351280,0.020047989499066853 d
167163613,0.05710135478424318 d
38699083,0.06736243238623674 d
421894914,0.03201286003205878 d
52368076,0.0567802260171684 d
21165290,0.022989697429784798 d
120247528,0.10768813887516893 d
220456095,656.4782068845348 d
167418898,0.024920940159454005 d
244161191,0.07475524477287707 d
358070171,0.02124664135299995 d
231836962,0.06660299490556688 d
461271719,0.016389438111033144 d
55399549,0.07713428489207029 d
300601548,0.02312910391534143 d
375091982,0.017613164214293837 d
287637462,0.05893011653925673 d
150394126,0.020371115524349677 d
60142324,0.05525131655184882 d
272288550,0.01814741755513502 d
100611237,0.02256526746356488 d
306934425,0.022769086355367056 d
118572803,51.850661812145965 d
350622144,0.03113758041205326 d
281781375,0.030213757663803235 d
31999747,0.06568937987536645 d
260474813,0.03397608602101646 d
77156829,0.0592611047937253 d
350560804,0.06847341849812795 d
231861553,0.06074542903604157 d
246852823,0.06014792462286022 d
32092280,0.05786008918833795 d
149174494,142.82185893133874 d
219389446,0.06763269793494572 d
364395234,0.11463880329231742 d
172121921,0.054895641848553375 d
259589759,0.02098167278192643 d
237340689,0.06903935179510037 d
121286109,0.053148665420625366 d
167524563,0.20567670556805115 d
40405143,0.0640169761737791 d
380437119,0.06940966474980002 d
51912829,0.0835247608534085 d
404224395,0.06387384190674247 d
140658982,0.06586509896785817 d
373767598,0.05335157348291762 d
156986682,0.058516923868151396 d
35516889,0.13152593675025184 d
219187649,0.06548158145433904 d
391887389,0.06534091127731086 d
149302086,0.07444856748652025 d
106630585,0.020977735144088724 d
364423010,0.07748112813312778 d
268181483,0.057297063086834514 d
264765942,0.06945063684264084 d
382257670,0.07348314331908441 d
207141131,14.884923573749411 d
52368076,0.0567802260171684 d
150275309,0.017682541585161835 d
100103201,0.06353306153965556 d
261261192,0.08048118892866821 d
46907042,0.04825747079486446 d
381976232,0.02350034513482626 d
6663331,0.05740927969922073 d
58465153,0.07443996165161725 d
25116563,0.022718454811897586 d
339633702,0.07413173395397554 d
358460246,0.01665643020140693 d
149120276,0.061284450794060336 d
1192946,49.27045895464288 d
141124144,0.021131875023411125 d
167422188,0.03167126538916416 d
364592454,0.014459281413821566 d
231005905,0.03753020839731605 d
167167844,0.01404209811523497 d
77340449,0.023293279971584816 d
201642601,0.02261724048712017 d
193641523,0.07738816590329267 d
167046661,0.06036938862080669 d
126733133,0.05247232773764309 d
140068425,0.06335041651639957 d
383218397,16.42350718729055 d
382437043,0.017857688573846488 d
31381302,0.16522662766433643 d
259845294,0.03774386613231129 d
279054842,0.03125889649363701 d
141708335,0.07491707689294667 d
339857675,0.07010704596244394 d
150271680,0.03263754330353265 d
151959065,2.6333742638572426 d
278955132,0.01668393577294771 d
262843771,0.07776284163343415 d
170849515,0.05329301638513515 d
260043481,0.014366085047831387 d
237984888,0.03257529171650009 d
349790953,0.1193963658109031 d
278775323,0.014450683504986536 d
120459870,0.016614249561694182 d
141025090,0.06050761015191583 d
306898162,0.061821271542174 d
32090583,0.6846684787713675 d
219170584,0.06334772875060961 d
388179700,0.016891036139952405 d
309614870,11.517891452709636 d
382572744,0.020992154822785554 d
231074032,0.05970314024478101 d
220459976,0.06950537702920304 d
177255132,0.027610177487369925 d
260981292,0.07605995140170307 d
219344917,0.017346565841178756 d
66914642,0.05987821944356888 d
27649847,0.014714445918786265 d
260304296,0.08542999956196794 d
29781292,0.031480807557280784 d
350445771,0.08395359007276647 d
340459410,592.805900373945 d
141770198,0.06196716220891412 d
42821097,0.029960164122841994 d
20416870,0.023120351511948026 d
30016911,17.282778598841105 d
281923176,296.4036568147201 d
140580985,0.017542236834896786 d
428673146,0.061732990727457956 d
370955883,0.034876983629198666 d
449486081,0.049149932876310316 d
287273024,0.03320204567416392 d
141543744,0.021529426562543565 d
467666275,0.09059916761643984 d
167207589,0.01636702175152367 d
450545735,0.06508153750329236 d
55488511,0.015532023932740049 d
306471461,0.05502463711489404 d
54959262,0.08513581500912709 d
356306225,0.022213567073494974 d
300710077,0.02141904925726859 d
425952950,0.06479823075422597 d
57654763,0.016009209995510924 d
350714599,0.017570799911339367 d
307624961,0.0327067707079407 d
167889402,714.1109743669081 d
140636189,0.017083958806062102 d
278992517,43.76530451802861 d
231729308,0.022900444552788116 d
7422948,0.06801583583340455 d
141527579,0.01622828725348619 d
237356930,0.04757929277161413 d
25132314,0.06027255601861936 d
308050066,3.6972839323171125 d
114809058,0.029698969100962397 d
408448085,0.08160259614159218 d
278683844,0.016097685870818234 d
260045033,0.06298132846084344 d
33714406,0.06521546688910804 d
234519192,0.09680780899898406 d
350332233,54.93147688692965 d
150393302,0.06431680070745023 d
403224672,0.043758510262109286 d
140968357,0.06017100592906131 d
349643646,0.07327973583090937 d
287530364,0.06843766634440686 d
38707757,0.07285340972331741 d
306511307,0.06964206616359317 d
231731268,0.07465692440623592 d
238162237,0.0937346350788976 d
305424003,0.036226079860640505 d
306894095,0.03387456830412904 d
284591601,0.06665970597968306 d
214361331,0.06598678554913384 d
176935619,0.059838239665887055 d
47525799,0.026534230489045903 d
281541555,0.047336407458623164 d
170634116,3.680136196241933 d
278824412,0.021761057270988735 d
220454583,0.0621959563638489 d
25132999,0.5763594083334347 d
158002130,0.06736270877520609 d
167656135,0.06333026117861475 d
55746206,0.034071720335685535 d
326196770,0.01462198061689831 d
80431620,54.79404335220579 d
231622199,0.019817786983018417 d
150247134,425.9646352330483 d
176931266,0.06137070940310694 d
141825369,0.06360644320298546 d
38827910,0.07888965245179867 d
177165867,0.0810564921745461 d
117979455,0.04223944219286055 d
260128069,0.0565765611709757 d
272232173,0.06495179935931837 d
190500036,0.014669696131583969 d
140045538,5.0680224312244375 d
155896956,0.03409671737189216 d
250386181,0.08165170543332882 d
381975772,0.06174367750959433 d
219226636,0.06667997892390697 d
278896737,0.037871810128720845 d
38908399,0.015063423930799454 d
169226822,4.380619463352022 d
24250831,0.031828675796270994 d
38707949,0.0311959586242991 d
350519160,0.05985326058261825 d
280865923,10.20156639123175 d
277301964,328.239900194611 d
238176832,0.9780403749064536 d
169304560,0.07380085794463777 d
293164462,0.15468450684726245 d
40339576,0.02122482794335612 d
31011838,0.03167906127586174 d
220526731,0.0575680915564775 d
100123854,0.06011718122716975 d
258777137,0.0705913403132328 d
103863534,0.014336290473458956 d
141823882,31.048241645105183 d
389865785,0.05572776451724992 d
128790976,3.4836694086130597 d
394015919,0.06740986809490467 d
231663901,0.10995570565234182 d
374912514,0.05421419342993489 d
150151262,0.07414683052017527 d
141471870,0.07266825036962779 d
140578304,0.06354429792619494 d
204291257,0.05273657372035429 d
234299628,0.02351284383376053 d
364395684,1.3706520280233236 d
278411394,0.015026410847798093 d
260609205,4.463183810230109 d
349518800,0.0902337171407838 d
350295877,0.06675178264927328 d
55746237,0.05401733633863979 d
19025965,0.028898219539634427 d
272319846,118.56135425989014 d
153065527,0.06540181750401726 d
220029715,0.02180269051184553 d
271696207,0.01878445059022268 d
682491,0.020614304397604134 d
391950805,0.058036940504460156 d
33734143,0.017619280081435384 d
150065244,0.06498514974155098 d
231726168,0.02277301570609714 d
220479565,0.0711133377373476 d
350582439,0.06697076619341599 d
124573851,0.06424898014820914 d
238195769,0.01598631216679963 d
287953237,0.05498118917341207 d
25153109,0.014058929948014985 d
219338557,0.057061398571646604 d
369960846,0.08926075918329979 d
238874961,0.04505421431608846 d
427348923,0.016633966577998243 d
309615189,0.08137069996093038 d
166931622,106.72838564997755 d
49899799,3.4567001632837373 d
77253676,0.06023117190187795 d
14165625,0.02515520966610439 d
141608198,0.0659685471684933 d
31997826,0.07450293089397232 d
101011575,0.06398685912284224 d
126910743,0.05765023333630912 d
389865710,0.06415757669334046 d
150428135,0.07329462108720315 d
23369524,0.3348982755366226 d
231311876,0.021695556602216618 d
261154865,0.06370302896993837 d
308850625,0.027886153715919057 d
52373734,0.013997135493792657 d
260044482,0.06981223248883851 d
167551097,6.736882436102302 d
177077475,1.465361980030505 d
410153553,0.07710644210293512 d
255586960,0.06655617557400056 d
219149672,0.021364440710265276 d
200767510,0.05795163990473745 d
170473770,0.016244663662445966 d
259589304,0.055737239549250694 d
38697444,0.06428203899411998 d
271699102,0.023912057824427128 d
349484401,0.0664289313215582 d
375038128,0.022337561459640616 d
180967892,0.06249537873348553 d
272086159,0.09025057494957144 d
260043723,0.015807272648949683 d
38824311,714.1091875245284 d
407621011,0.02252071785070636 d
232065298,0.021367621254754433 d
306736789,0.02823201740163775 d
94986319,0.0175152449267175 d
151588029,0.06420181579237862 d
300866979,0.06470729665600841 d
167794129,0.03334156178538644 d
453095415,0.0727569733061544 d
391947714,0.06612738862757189 d
55741018,0.07055718062341737 d
73232846,0.014051873001746516 d
141771483,0.06777805387496648 d
272235688,0.07430129366255939 d
207084815,0.07190729312917055 d
167812509,0.9742285864344485 d
275249970,0.015508616469742727 d
118585685,0.06857865819747064 d
139638207,0.060189325099939586 d
150162697,0.07071790991023547 d
52121469,0.05052785786559285 d
201793372,0.015609582941013266 d
255617242,0.05116876129879457 d
350182638,0.06414939687706507 d
402104884,0.016406533164665858 d
267046689,0.020934271174578738 d
229152539,0.02268050843127607 d
165096120,0.031711131218322766 d
220405048,90.61815228554815 d
149971331,0.03930156053976396 d
149275235,714.1106611764321 d
301862252,0.02360404903853502 d
150030205,0.06749615910040153 d
410340115,0.07186344815108991 d
139370701,0.07407004420253119 d
382201238,0.061249607496140585 d
309257814,0.08256797682315367 d
159746875,55.747985106087064 d
371499699,0.02702393545321127 d
349827430,1.8513032029686185 d
389922504,0.0849557755680506 d
38460940,0.015455576439871267 d
279161313,0.05701472991057845 d
262530407,0.0770663113580052 d
149176305,714.1106397067456 d
25153167,0.0933598225898997 d
77549396,49.27057614054047 d
36440357,0.07267531411555536 d
410486289,0.03147534208959508 d
373424049,0.06262219888882542 d
339961200,10.047551078564531 d
144511638,0.03057884779226911 d
279571361,238.0365180863176 d
231832850,0.0585242466383902 d
270425221,0.021358146557607878 d
279251034,0.06052801527951973 d
251883728,0.014250902735313549 d
231704229,0.06644627594447984 d
277913391,0.05962364866340369 d
231702397,0.023394093345689718 d
300709613,0.06017102384829878 d
30106967,0.015229458614957255 d
279477956,0.06500444053241378 d
273369281,0.0643633009600366 d
140635778,0.05739968500249882 d
350843761,0.058992921827355896 d
41226614,0.0641550173866912 d
391821647,0.017245720892898896 d
224270730,0.06446276506397974 d
219401954,0.071854642071891 d
305048087,0.017209083804337083 d
260368324,0.01451648394394929 d
30853470,0.06828354377147844 d
167752082,0.06193503396199014 d
146280976,0.05611955330852899 d
393454333,0.05684648859898503 d
33692729,0.05705536733675304 d
348957839,0.06725712529217993 d
270424243,0.05695119304743023 d
443628875,0.056534918378459295 d
610680,0.06850992805711727 d
295072161,0.021096287967297327 d
142052608,0.062096488680724336 d
358335307,0.021919866165303677 d
175516858,0.03101645389847785 d
429354344,0.17934252129274694 d
35845292,0.07149401341107552 d
281630320,0.061186795594122004 d
167366681,655.1793780534235 d
425998706,0.01647000905162935 d
159951652,0.0625094529988556 d
349829627,0.06533482771893682 d
220432563,0.1444103388224764 d
271900960,0.016673508736231964 d
238010220,0.033362555260157974 d
33837338,0.06268517014216832 d
156919769,0.06241288897632513 d
179046780,25.503906247198064 d
290717924,0.020800348243167645 d
374829238,0.031968894962904074 d
150163695,0.01870179745166664 d
358247731,0.01618765698723944 d
1448114,0.021422206688949584 d
380035747,0.06641677196193013 d
339636032,0.06471470047657799 d
321100028,0.08097731208536564 d
450102450,0.06064332683637949 d
31999683,0.01890778552287663 d
310009611,0.06914834718607578 d
1271818,13.138147289970675 d
220433100,0.06314719768361679 d
152504097,0.06499246374732386 d
261136679,1.994719501912932 d
278991584,6.933115190163934 d
141154638,0.06800695332866515 d
150392753,0.140683496633437 d
150145456,0.10749448751429581 d
30642087,0.015544759349832706 d
219195044,0.016351161066179176 d
198213332,0.06509793641325382 d
24398701,0.018657970089191327 d
358071448,0.06886964575254338 d
150098860,0.022498501559372566 d
402026209,1.3364211268276116 d
31532510,0.06671426451372184 d
220389297,10.986293781561567 d
106060772,0.057689958266126704 d
339668192,0.06775689725136912 d
198080032,0.0661148487599621 d
370230471,0.014449893209149432 d
349195442,0.07267565772470388 d
179306195,0.05410696043149775 d
38907328,0.0637711372807891 d
237937510,0.058295219147888454 d
260415151,0.02309538808976166 d
219698950,1.1427743017164196 d
25133604,0.05596467672456861 d
235016317,0.07374180608755183 d
144700903,0.05566648420799166 d
364326480,0.0706130246449446 d
60111044,0.014870426117379867 d
279088539,0.053997041148624005 d
373921198,0.06255167357457837 d
25196356,0.024489345304385304 d
231968751,0.0691367341999362 d
261378866,2.8225676559881006 d
25078674,0.07239550798109978 d
140946237,0.03136048009072288 d
219196871,0.05729195891435986 d
364421780,0.06113027560888786 d
150151262,0.07414683052017527 d
17746821,0.19558268634399795 d
200368010,0.09954233147459061 d
375056781,0.05661694101500042 d
192826848,0.065467237073215 d
97484419,0.023666673319635446 d
99837626,0.036018758103069745 d
420049884,0.06538401413471666 d
140690428,0.06255338051639499 d
150357613,0.057254475825634844 d
93279196,3.34856859718901 d
255686621,0.06768791311271039 d
231279823,0.07804851778832465 d
52495232,0.06210024055199014 d
167086013,0.021298899307034245 d
320417762,0.06268679282845649 d
30915363,0.06711709832322962 d
139745026,0.07034982730087588 d
141152927,0.049646098820461476 d
149216864,0.0642994147031261 d
308034948,0.03318683257284491 d
92988866,0.023454997047857206 d
167341796,0.030196770860039933 d
260369147,0.05792580912221133 d
176960818,0.06368586333799194 d
29778239,0.060759738034491584 d
9858404,0.06522049328837141 d
278779899,0.015341355793799395 d
382043269,0.028869247216861845 d
55296056,0.016580199470485047 d
308087983,0.07113061517411952 d
55452078,0.06359714848991992 d
151681127,3.4573114592059744 d
261107147,0.01764325985492262 d
382200069,0.06587115257293703 d
49831913,0.016678970034400626 d
42073674,0.03288889583055082 d
25134376,27.465792432408275 d
220459813,0.03381119875444847 d
210873792,0.022307357106867178 d
106402532,0.02940580005942805 d
220411221,0.06580437756424327 d
55291546,0.06313753366416576 d
219221039,0.06260231514367122 d
293166958,91.25903527516755 d
160197982,0.024527719492099965 d
261377762,0.017537072790970023 d
253728991,0.027536904806986784 d
364589559,0.06285081261157703 d
375033848,0.06848000269981643 d
141216820,0.0161700708759938 d
234345288,0.06612122472349702 d
348839788,4.891160502715763 d
40345412,0.021858929129954116 d
34192032,0.01433905035622302 d
150272447,0.02262417399370719 d
146538232,0.06292971156296087 d
422279710,0.029835605796936476 d
141606958,0.08596478900470537 d
307490251,85.36459984520779 d
141411201,0.017478895929276025 d
176843254,0.0635430470579646 d
270677629,0.06229695519612331 d
255760319,0.019943725077682946 d
219176544,1.3510838929660525 d
141410789,0.05712418825770982 d
382246231,0.06872381424622456 d
364393429,0.06127605125929422 d
166853853,0.06544908803430613 d
300448102,714.1096688548278 d
300742619,0.06367464006712799 d
55781680,0.016120938478364603 d
278825453,102.01563514052616 d
71373798,0.058067135598123244 d
349061718,714.1095818341337 d
92226327,0.016903422864108925 d
38571020,0.08132435387601451 d
281234286,0.028612319962783864 d
389625539,655.1789364839501 d
260242234,0.01413241547800483 d
41112771,0.07385556579221791 d
201814975,0.014605217129618021 d
382098944,0.035032897912601134 d
391948057,0.054300788836782736 d
224225541,0.03752973434570527 d
260640855,0.06523930478020619 d
149177271,0.06443650890244354 d
280097543,0.020307230238666013 d
144516963,0.066217031280531 d
431380163,0.02262565096471748 d
364323133,0.038498537170350955 d
303301402,0.06569512092874981 d
220459826,0.05850131358237684 d
404340025,2.6996761280302057 d
22535327,0.05800212020846531 d
443029383,0.0697649943012139 d
149603524,4.408082496991292 d
350708370,0.03707924867021139 d
24464738,0.065591070377339 d
276861788,0.06751633916340656 d
77175217,0.02226312636102346 d
321125648,0.07370743610908778 d
396720494,0.021326454927431553 d
260657210,0.05441687163915101 d
1334907,2.627633095595752 d
25133052,0.06263567335444559 d
176981169,0.055662378579246406 d
149107360,0.015508972441956707 d
148914726,0.09008231022374504 d
2760710,0.07516389533632012 d
302136084,0.01728951409663164 d
219154261,0.06739407382820255 d
238196350,0.05765467154904817 d
289706625,0.1353603220551799 d
440887364,0.02959687028130181 d
149218350,0.05887629972195123 d
461837097,0.044404319986975235 d
150443046,0.05646180936736554 d
314865962,0.035838066303165966 d
231670397,1.3596964015269783 d
425997655,0.06856995209960541 d
100481243,0.06453409207133141 d
279182339,0.06997383983096986 d
117764691,0.030489757992649556 d
266980320,0.022904243908993524 d
20096267,0.054499389632065014 d
44737596,0.08712112320747889 d
281495662,0.021231476528944828 d
219184124,0.055520563400775734 d
251848941,0.061429010939425724 d
